瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),1矫埃 弥促 碍荐樊 矫阿(hhmi),乞闭 浅加(m/s),乞闭 惑措嚼档(%),乞闭 泅瘤扁拘(hPa)
239,技辆,2021-02-18,-4.8,-9.3,-.3,,2,55.5,1011.1
239,技辆,2021-02-19,1.8,-7.4,8.9,,1.7,62.4,1007.1
239,技辆,2021-02-20,10.7,6,16.8,,2.3,57.9,999.8
239,技辆,2021-02-21,14,4.8,22,,2.6,47.9,999.6
239,技辆,2021-02-22,10.4,1,18.6,,2.7,44.9,1003.8
239,技辆,2021-02-23,1.2,-2.8,7.3,,2,33.6,1014.4
239,技辆,2021-02-24,3.4,-2.3,10.4,,.8,30.8,1013.8
239,技辆,2021-02-25,4.2,-.5,7.7,,.8,51.4,1012.4
239,技辆,2021-02-26,8.4,2.4,14.8,,1.8,38.8,1011.9
239,技辆,2021-02-27,7.9,3.7,11.9,,2.9,45.6,1017.3
239,技辆,2021-02-28,7.1,1.3,12.9,,1.5,59.6,1015
239,技辆,2021-03-01,7.5,1.6,11.3,,1.9,92.6,1002.6
239,技辆,2021-03-02,2.6,0,6.9,,1.9,72.6,1013.4
239,技辆,2021-03-03,3.7,-2.3,9.8,,.9,60.3,1018
239,技辆,2021-03-04,5.1,1.2,9.5,,.7,75.6,1013.3
239,技辆,2021-03-05,7.6,.9,16.5,,1.1,71.8,1009.9
239,技辆,2021-03-06,6.6,3.4,14.1,,2.2,70.6,1015.3
239,技辆,2021-03-07,6.1,3.7,11.3,,1.8,65.5,1016.9
239,技辆,2021-03-08,6.6,.9,13.6,,1,62,1015.6
239,技辆,2021-03-09,6.4,.1,13.4,,1.2,57.8,1014.8
239,技辆,2021-03-10,8.6,-.4,17,,1.1,47.8,1017.1
239,技辆,2021-03-11,9.9,2.1,17.8,,1.2,46.8,1014.7
239,技辆,2021-03-12,8.2,6.8,9.8,,1.5,77.4,1010.5
239,技辆,2021-03-13,8.4,2.8,15,,1.3,68.1,1010.4
239,技辆,2021-03-14,8.4,2.3,14.6,,1.2,68.3,1009.4
239,技辆,2021-03-15,11,3.1,16.9,,1.2,59.8,1005.6
239,技辆,2021-03-16,10,3.4,15.5,,2.2,47,1004.7
239,技辆,2021-03-17,8.3,.1,18.2,,1.1,45,1008
239,技辆,2021-03-18,11.5,3.1,19.5,,1.2,50,1008.5
239,技辆,2021-03-19,13.2,9.6,17.8,,2.9,48.1,1007.8
239,技辆,2021-03-20,8.2,6.2,11.9,,1.4,84.5,1002.6
239,技辆,2021-03-21,5.8,3.8,10,,2.4,62.8,1004.8
239,技辆,2021-03-22,6.1,.8,12.3,,1.9,47,1010.2
239,技辆,2021-03-23,8.8,.8,17,,1.5,58.1,1010.6
239,技辆,2021-03-24,10.5,2.8,18.2,,1.3,49,1009.7
239,技辆,2021-03-25,12.2,4.3,21.1,,1.1,52.9,1010.3
239,技辆,2021-03-26,13,4,21.7,,.9,48.8,1009.5
239,技辆,2021-03-27,12,8.6,14.8,,1,71,999.5
239,技辆,2021-03-28,9.6,8.6,14.5,,1.8,89.5,993.8
239,技辆,2021-03-29,11.7,7.7,17,,1.7,51.9,998.1
239,技辆,2021-03-30,11.7,5,18.8,,1.5,35.6,1001.8
239,技辆,2021-03-31,13.7,3.8,23.3,,.8,33.9,1003.3
239,技辆,2021-04-01,15.6,11.2,20.7,,3.4,34.3,1007.7
239,技辆,2021-04-02,17.1,12,22.3,,2.8,43,1008
239,技辆,2021-04-03,15.8,14.3,17.7,1515,1.3,79.4,1001
239,技辆,2021-04-04,11.2,9.2,14.3,704,2,78.4,1003.9
239,技辆,2021-04-05,11.2,4.2,17.5,,1.3,41.1,1011
239,技辆,2021-04-06,12.7,5.5,19.8,,1.7,44.5,1009.5
239,技辆,2021-04-07,13.4,5,21.9,,1.7,42.4,1008.7
239,技辆,2021-04-08,12.4,5.2,19.1,,1.9,34.9,1007.6
239,技辆,2021-04-09,11.7,4.2,18.9,,1.9,44,1013.5
239,技辆,2021-04-10,12.1,6.5,19.9,,1.8,46.6,1019.4
239,技辆,2021-04-11,14.6,5.7,22.5,,1,46.6,1018
239,技辆,2021-04-12,13.2,11.9,16.1,1957,1.2,72.1,1007
239,技辆,2021-04-13,10.2,3.9,16.2,14,2,71.3,1002.8
239,技辆,2021-04-14,9,1.3,15.9,,1.9,46.3,1008.4
239,技辆,2021-04-15,10.4,.7,18.3,,1.1,46.1,1007.9
239,技辆,2021-04-16,10.9,7.4,15.2,1355,1.2,73.1,1005.8
239,技辆,2021-04-17,9.5,6.2,16.3,,1.8,58.8,1004.5
239,技辆,2021-04-18,10.3,5.9,16.5,,2,50.3,1006.1
239,技辆,2021-04-19,12.1,3.1,21.6,,1.5,56.1,1007.2
239,技辆,2021-04-20,14.6,5.7,24.3,,1.1,49.3,1010
239,技辆,2021-04-21,18.5,8.9,28.7,,.9,37.8,1010.5
239,技辆,2021-04-22,21.3,14,29.8,,1.6,29.6,1007.9
239,技辆,2021-04-23,18.8,15.4,21.8,,3,26.9,1008.2
239,技辆,2021-04-24,17.5,13.3,24,,2,31.3,1008.7
239,技辆,2021-04-25,17.2,8.7,24.2,,1.7,46.5,1008.3
239,技辆,2021-04-26,16.2,9.9,22.6,,1.7,41.4,1010.2
239,技辆,2021-04-27,15.5,10.6,21.3,,1,56.4,1007.4
239,技辆,2021-04-28,15.7,12.3,19.7,,1.1,59.4,1005.5
239,技辆,2021-04-29,14.7,10.5,19.7,2233,1.6,61,995.2
239,技辆,2021-04-30,12.1,8.8,17,13,2,66.6,994.1
239,技辆,2021-05-01,10,8,14,512,1.8,75.1,995.6
239,技辆,2021-05-02,12.1,7.2,18.7,355,1.8,61.5,1005.7
239,技辆,2021-05-03,13.9,5.3,22.6,,1.1,55,1007.2
239,技辆,2021-05-04,16.4,11,22.2,2250,1.3,71,998.9
239,技辆,2021-05-05,14,8.1,19.9,1,2,51.4,1002.9
239,技辆,2021-05-06,15,5.7,23,,1.2,44.5,1005.4
239,技辆,2021-05-07,14.3,8.9,20.1,1102,1.7,52.9,997.1
239,技辆,2021-05-08,14.9,7.1,22.7,,1.8,57.5,994.7
239,技辆,2021-05-09,15.7,7.1,22.9,,1.9,48.3,999.6
239,技辆,2021-05-10,11.5,9.7,13.4,1242,1.4,80.9,1003.3
239,技辆,2021-05-11,15.9,11.6,20.7,1,2.8,61.9,1003
239,技辆,2021-05-12,19.6,13.9,25.3,,2.3,41.8,1001.5
239,技辆,2021-05-13,21.2,13.7,28.9,,1,55.8,1000.7
239,技辆,2021-05-14,22.7,14.9,30.5,,1.2,62,1000.5
239,技辆,2021-05-15,21.5,18.4,26.6,323,1.1,84.1,996
239,技辆,2021-05-16,20.8,17.7,22.2,105,1.2,93.6,990.4
239,技辆,2021-05-17,15.6,14.5,17.7,1304,1.1,93,996.3
239,技辆,2021-05-18,18.2,14.5,24.2,,1.1,75.6,999.9
239,技辆,2021-05-19,19.8,13.7,27.9,,1.2,58.3,1001.1
239,技辆,2021-05-20,16.2,15,19,1222,1.3,83.5,994.1
239,技辆,2021-05-21,14.7,12.9,16.5,1,1.5,87.1,995.6
239,技辆,2021-05-22,18,11.7,25.3,,1.4,71.3,1000.5
239,技辆,2021-05-23,19.5,12.6,25.8,,.8,66.8,1000.4
239,技辆,2021-05-24,19.4,15.3,24.8,,1.7,53,997.5
239,技辆,2021-05-25,15.5,11.4,20.6,636,1.7,64.1,997.4
239,技辆,2021-05-26,16.6,11.1,22.9,,1,61.1,997.6
239,技辆,2021-05-27,16.4,12.8,20.6,812,1.2,73.1,992.1
239,技辆,2021-05-28,14.4,11.2,18.9,1042,1.5,81.9,990.8
239,技辆,2021-05-29,17.8,11.9,23.8,,1.5,60.9,996.2
239,技辆,2021-05-30,19.3,11.5,27.3,2157,1.1,68,998.2
239,技辆,2021-05-31,19.1,15.4,25.6,207,.9,77.4,1000.6
239,技辆,2021-06-01,21.3,16.2,27.2,,1.1,64.5,1003.3
239,技辆,2021-06-02,23.4,17.1,30,,1,56.5,1002.1
239,技辆,2021-06-03,17.8,15.3,20.3,1256,.8,89,994.1
239,技辆,2021-06-04,18.1,12.3,24.4,1,1.4,69.3,992.1
239,技辆,2021-06-05,20.9,15.9,26.1,,1.7,65.3,991.5
239,技辆,2021-06-06,22.2,18,27.3,701,1.2,64,996.7
239,技辆,2021-06-07,21.7,15.7,28.3,,.8,60.6,1003.1
239,技辆,2021-06-08,23.5,17.3,30.3,,.8,63,1004.6
239,技辆,2021-06-09,25.7,19,32.2,,.8,63,1004.1
239,技辆,2021-06-10,24.6,19.8,30.3,2230,1.4,63.1,1000.9
239,技辆,2021-06-11,22.6,19.2,27.7,124,1.4,78.8,999.8
239,技辆,2021-06-12,23.8,18.6,30.2,,1.3,72.4,1000.9
239,技辆,2021-06-13,23.7,20.2,30.4,,1.3,76.4,998
239,技辆,2021-06-14,23.9,19.2,29.5,,1.1,78,995.3
239,技辆,2021-06-15,22.2,21.2,24.2,1119,2.1,75.5,993.5
239,技辆,2021-06-16,23.6,20.8,27.1,,3,61.4,994.4
239,技辆,2021-06-17,21.2,19.4,24.2,,1.4,74.1,995.6
239,技辆,2021-06-18,20.6,18.8,23.5,337,.8,88.8,991.6
239,技辆,2021-06-19,22.2,18,28.6,,1.1,71.8,991
239,技辆,2021-06-20,23.2,16.7,29.7,,1.7,65.4,991.2
239,技辆,2021-06-21,23.7,18.7,29.3,,1.7,61,994.2
239,技辆,2021-06-22,22.7,17.1,27.7,,1.1,63,998.1
239,技辆,2021-06-23,20.3,18.4,23.5,1037,1.5,83.5,1000
239,技辆,2021-06-24,22,17.8,27.2,,1,74.8,1000.9
239,技辆,2021-06-25,23.3,17.6,29.6,2301,1.1,71.3,1000.3
239,技辆,2021-06-26,22.4,19.2,26.5,111,1.1,78.4,999.9
239,技辆,2021-06-27,24.4,18.7,30.4,,1.1,69.1,996.6
239,技辆,2021-06-28,24.6,21.3,28.9,,1.5,66.4,994.6
239,技辆,2021-06-29,23.2,19.7,29.4,1725,1,80,995.3
239,技辆,2021-06-30,24.1,20,29.7,,.8,77.5,996.4
239,技辆,2021-07-01,25.9,20.5,31.5,,1.1,69.6,996.2
239,技辆,2021-07-02,26.5,22,31.6,,1.8,58.1,998.1
239,技辆,2021-07-03,23,20.8,26.5,1824,2.9,78.6,995.3
239,技辆,2021-07-04,22.5,20.9,24,1,2.1,88.1,995
239,技辆,2021-07-05,22.1,19.9,26.2,2055,.9,84.9,999.5
239,技辆,2021-07-06,23.4,20.7,26.3,2230,.7,89.5,996.9
239,技辆,2021-07-07,25.2,22.8,28.2,330,.8,91.8,996.6
239,技辆,2021-07-08,25.4,22,31.1,212,1,80.5,995
239,技辆,2021-07-09,25.1,22.3,29.8,147,.9,79.6,995.1
239,技辆,2021-07-10,26.3,22.5,30.3,,1.1,76.3,997.3
239,技辆,2021-07-11,25.7,23.4,30,1940,1.1,80.3,999.8
239,技辆,2021-07-12,27.3,22.9,33.5,,.8,76.9,999.6
239,技辆,2021-07-13,28.3,24.3,32.8,,1,73.4,999.5
239,技辆,2021-07-14,28.2,24.1,32.5,,.9,73.5,1002
239,技辆,2021-07-15,28.4,24.3,34.5,,.9,70.6,1004
239,技辆,2021-07-16,27.1,22.9,33.6,,1.4,71.6,1004
239,技辆,2021-07-17,26.5,22.2,32,,1.8,72.1,1001.6
239,技辆,2021-07-18,26.2,22.8,32.5,1757,1.2,75.3,1001.1
239,技辆,2021-07-19,26.1,22.7,32.2,1807,.9,80.5,1002.9
239,技辆,2021-07-20,26.9,23.5,30.5,,.8,81.1,1003.9
239,技辆,2021-07-21,28.9,23.1,34.3,,1.5,62.3,1002.4
239,技辆,2021-07-22,28.5,23.5,33.2,,2.1,60.6,1000.7
239,技辆,2021-07-23,29,24,34.3,,1.7,62.3,999
239,技辆,2021-07-24,29.4,25,34.5,,1.6,62.5,997.8
239,技辆,2021-07-25,28.9,24.8,32.4,,2.1,62.1,996.3
239,技辆,2021-07-26,29.1,24,34,,2,59.6,994.2
239,技辆,2021-07-27,29.3,23.2,34.5,,1.5,58.6,992.7
239,技辆,2021-07-28,29.3,25.2,34.8,,1.2,63.1,992.4
239,技辆,2021-07-29,28.8,24.1,34.1,,1.1,68.5,991.7
239,技辆,2021-07-30,29.2,24.6,34.4,,1,64.5,990.5
239,技辆,2021-07-31,28.4,24.9,33.8,129,.9,75,990.5
239,技辆,2021-08-01,26,23.8,30.8,1844,.8,85.8,990.7
239,技辆,2021-08-02,25.4,24,28.4,1029,.7,89.6,993.4
239,技辆,2021-08-03,27.2,24,31.1,1,1,80.4,997.5
239,技辆,2021-08-04,28.3,24,32.8,,.9,72.8,998.6
239,技辆,2021-08-05,29,24.3,34.2,,1.1,69,995.9
239,技辆,2021-08-06,28.2,24.7,34.5,,1.4,68.9,993.3
239,技辆,2021-08-07,27.4,22.4,33.4,,1.2,67.5,993
239,技辆,2021-08-08,26.2,23.2,29.8,,1.4,74.6,992.5
239,技辆,2021-08-09,27.3,22.1,32.5,,1.2,63.8,993
239,技辆,2021-08-10,26.5,23,32,,1.3,73.3,997.4
239,技辆,2021-08-11,26.6,22.1,32.7,,1.2,70.4,999.7
239,技辆,2021-08-12,26,22.5,32.2,,1.3,71.4,999
239,技辆,2021-08-13,25.8,22.2,29,,1.3,72.3,995.9
239,技辆,2021-08-14,25.3,22,28.8,2109,1.5,69.4,997.4
239,技辆,2021-08-15,26.5,21.9,31.7,,1.7,60.6,1003.1
239,技辆,2021-08-16,26,21.8,30.2,,2.4,58.9,1003.6
239,技辆,2021-08-17,24.9,21.2,29.9,,2.2,61.5,999.4
239,技辆,2021-08-18,24,20,29.9,,1.6,68.4,999.3
239,技辆,2021-08-19,24.2,20.4,29.4,,1.4,70.4,1001.2
239,技辆,2021-08-20,25.2,20.2,31.5,,1.2,68.9,1001.2
239,技辆,2021-08-21,23.9,22,28.7,1139,1.7,82.5,993.9
239,技辆,2021-08-22,24.7,21.9,29.1,,.9,78.9,998.5
239,技辆,2021-08-23,21.9,20.9,23.2,1558,1.2,93.5,998.5
239,技辆,2021-08-24,23.9,21.1,27.6,736,1.6,88.1,990.5
239,技辆,2021-08-25,22.6,21,24.3,1423,.6,94.4,996.5
239,技辆,2021-08-26,24.7,21.4,28.7,,.7,83.5,1002.2
239,技辆,2021-08-27,21.4,19.6,24.3,1401,1.1,91.6,1002.9
239,技辆,2021-08-28,22,19.3,25.2,,.8,85.8,1004
239,技辆,2021-08-29,21.7,18.6,26.6,457,1.1,82.3,1003.6
239,技辆,2021-08-30,22.2,19.6,24.9,1219,.6,87.8,1005.6
239,技辆,2021-08-31,22.6,20.4,26.3,1935,1,83.1,1003.6
239,技辆,2021-09-01,23.1,21.2,25,554,1.4,89.8,998.4
239,技辆,2021-09-02,22.9,20.7,25.9,,1.8,74.1,999.2
239,技辆,2021-09-03,23.2,19,27.7,,1.8,65.8,999.1
239,技辆,2021-09-04,22.8,18,27.8,,1.5,64.1,1004.3
239,技辆,2021-09-05,21.7,18.2,24.5,,1.6,71.6,1007.5
239,技辆,2021-09-06,20.5,18,23.5,2031,2.3,82.3,1005.9
239,技辆,2021-09-07,20.6,18.2,24.2,35,1.3,91.1,998.3
239,技辆,2021-09-08,21.8,18.6,26.9,,1,77.8,1000.3
239,技辆,2021-09-09,21.6,16.9,28,,.7,81.8,1003.4
239,技辆,2021-09-10,22.5,19,28,,.8,83.3,1003
239,技辆,2021-09-11,22.9,18.5,29.4,,.9,81,1002.3
239,技辆,2021-09-12,22.8,18.8,28.8,,.8,84.1,1002.8
239,技辆,2021-09-13,23.7,20.8,27.9,,2.5,68.4,1006
239,技辆,2021-09-14,22.4,19.3,25.7,,2.5,63.9,1004.7
239,技辆,2021-09-15,22.9,17.9,28.3,,3,58.1,1005
239,技辆,2021-09-16,22.3,17,26.4,,2.5,64,1001.7
239,技辆,2021-09-17,19.9,17.9,22.7,530,1.8,87.1,999
239,技辆,2021-09-18,21.8,15.9,28,,1,71.4,1004
239,技辆,2021-09-19,22.3,18,27.9,,1.1,70.1,1005.3
239,技辆,2021-09-20,23,17.9,27.4,,2,67.8,1000.9
239,技辆,2021-09-21,22.1,20,26,550,1.3,82.4,995.8
239,技辆,2021-09-22,21.4,17.1,27.2,325,1.8,73.3,998.9
239,技辆,2021-09-23,19.9,15,25.5,,1.5,71,1006.9
239,技辆,2021-09-24,20.6,14.4,26.6,,1.4,70.1,1011.7
239,技辆,2021-09-25,20.8,17.2,24.2,,1.7,72.4,1012.1
239,技辆,2021-09-26,21,16.9,25.2,,1.7,65.9,1009.7
239,技辆,2021-09-27,21.6,18.2,26.7,,1.7,64.9,1005.1
239,技辆,2021-09-28,21.1,19.7,25.1,2027,1.4,78.5,1002.3
239,技辆,2021-09-29,21,19.2,23.1,1600,.8,94.8,997.9
239,技辆,2021-09-30,21,17.4,27.3,,1.2,78.8,998.4
239,技辆,2021-10-01,20.6,16.4,27.2,,1,79.4,998.9
239,技辆,2021-10-02,20.3,15.2,26.8,450,1,79.6,1003.6
239,技辆,2021-10-03,21.6,15.9,29.8,,.7,73,1008.5
239,技辆,2021-10-04,22.5,17.6,28.7,,1,74,1010
239,技辆,2021-10-05,22.9,19,28.6,,1,76,1010.5
239,技辆,2021-10-06,22,18.4,27.3,,1.3,78.1,1008.5
239,技辆,2021-10-07,19.6,18,22.2,1215,.8,91.6,1006.6
239,技辆,2021-10-08,19.9,18,22.1,,.9,90.9,1010.1
239,技辆,2021-10-09,22.5,19.2,27.6,,.7,83,1010.9
239,技辆,2021-10-10,22,16.8,28.3,1859,1.3,80.8,1007.6
239,技辆,2021-10-11,15.3,12.2,18,222,1.5,81.5,1010.6
239,技辆,2021-10-12,16.5,15.3,17.3,,2.5,76.4,1014.1
239,技辆,2021-10-13,19.4,15.8,24.4,,1.9,69.8,1013.1
239,技辆,2021-10-14,19.3,15.3,25.4,,1,74.3,1009.1
239,技辆,2021-10-15,18,15.7,21.8,2214,.8,87,1007.5
239,技辆,2021-10-16,11.4,4.9,17.2,8,2.8,55.3,1012
239,技辆,2021-10-17,5.6,1.2,12.2,,2.1,45.8,1016.9
239,技辆,2021-10-18,8.6,.7,16.5,,.7,66.6,1012.8
239,技辆,2021-10-19,9.9,4.9,15.3,1151,1.4,78.5,1009
239,技辆,2021-10-20,8.4,1.3,15.4,,.6,72.1,1010.5
239,技辆,2021-10-21,8.8,3.8,15.8,,.8,76.5,1009.2
239,技辆,2021-10-22,9.1,1,16.7,,1.2,70.8,1011.7
239,技辆,2021-10-23,10.1,3.9,18.6,,.7,69.6,1017.4
239,技辆,2021-10-24,10.1,4.1,17.7,,.6,74.6,1015.6
239,技辆,2021-10-25,10.2,5.1,17.6,,.8,73.1,1012.4
239,技辆,2021-10-26,10.9,4.8,19.1,,.6,79,1009.9
239,技辆,2021-10-27,12.1,6.4,19.2,,1.3,67.1,1009.2
239,技辆,2021-10-28,10.9,3.9,19,,.6,65.3,1012.5
239,技辆,2021-10-29,13.2,7.3,19.2,,.9,60.9,1014.2
239,技辆,2021-10-30,12,8.9,17.6,,.4,74.3,1013.4
239,技辆,2021-10-31,12.3,6.9,19.8,,.6,81,1013.4
239,技辆,2021-11-01,12.5,7.8,18.6,,.9,75.1,1012.9
239,技辆,2021-11-02,10.9,7.3,17,,1.1,72.9,1011.2
239,技辆,2021-11-03,10.5,4.3,17.5,,.7,72.5,1009.1
239,技辆,2021-11-04,12.4,7.7,19,,.9,78.3,1009.4
239,技辆,2021-11-05,11.7,7.3,18.6,,.6,80.6,1010.3
239,技辆,2021-11-06,13.3,7.1,20.1,,.9,63.4,1010.1
239,技辆,2021-11-07,15,7.9,20.9,,1.7,59.9,1008.9
239,技辆,2021-11-08,9.6,5.2,15.5,,1.6,76,1001.9
239,技辆,2021-11-09,6.8,4.9,11.9,,1.7,76.8,1000.2
239,技辆,2021-11-10,5.2,2.6,7.8,,1,86.4,998
239,技辆,2021-11-11,6,2.7,10.1,,1.4,71.1,1001.3
239,技辆,2021-11-12,5.1,2.3,8.4,,1.2,73.6,1006.7
239,技辆,2021-11-13,6.6,.3,13.6,,.6,75.1,1008.3
239,技辆,2021-11-14,10.1,3.7,17.3,,1,68.5,1007.8
239,技辆,2021-11-15,9.3,2.7,16.7,,.6,76,1011
239,技辆,2021-11-16,7.9,2.9,15.6,,.8,64.1,1013.7
239,技辆,2021-11-17,7.6,1.5,14.6,,.8,61.5,1013
239,技辆,2021-11-18,9.7,2.8,16.4,,.9,75.3,1008.3
239,技辆,2021-11-19,11.7,6.9,17.5,,.8,82.4,1007.7
239,技辆,2021-11-20,10.9,7.5,16.6,,.6,80.4,1010
239,技辆,2021-11-21,10.2,6.1,15,,.7,79.3,1005.9
239,技辆,2021-11-22,4.3,1,12.3,,2.3,74,1005.3
239,技辆,2021-11-23,1.2,-1.7,3.4,,1.5,73.6,1007.7
239,技辆,2021-11-24,5.1,-1.5,12.2,,1.4,63.1,1007
239,技辆,2021-11-25,7.3,2.2,14.2,,1.6,63.6,1007.7
239,技辆,2021-11-26,4.6,-.6,11,,1,60.1,1015.9
239,技辆,2021-11-27,3.5,-.7,9.8,,.5,54.5,1022.9
239,技辆,2021-11-28,4.7,-2.4,13.4,,.5,55.1,1022.6
239,技辆,2021-11-29,6,-1.1,12.8,,.5,68.8,1015.8
239,技辆,2021-11-30,6,2.8,9.7,,1.9,77.1,1001.6
239,技辆,2021-12-01,.4,-3.4,3.3,,3.3,52,1011
239,技辆,2021-12-02,2,-4.3,6.6,,1,64.3,1009
239,技辆,2021-12-03,3.6,.6,8,,2,62.9,1008.2
239,技辆,2021-12-04,-.3,-3.6,2.6,,.7,70.9,1015.5
239,技辆,2021-12-05,1.7,-3,8.5,,.5,74.6,1018
239,技辆,2021-12-06,4.4,-1.4,11.7,,.5,67.3,1015.9
239,技辆,2021-12-07,5.5,.3,12.1,,.6,68.8,1018
239,技辆,2021-12-08,5.5,-.3,12.6,,.5,72.9,1021.1
239,技辆,2021-12-09,5.5,.3,10.8,,.4,75.9,1018.4
239,技辆,2021-12-10,6.4,3.8,9.3,,.4,88.1,1014.3
239,技辆,2021-12-11,6.5,3.8,10.3,,.7,84.1,1015.1
239,技辆,2021-12-12,3.1,-2.8,7.6,,2,61.9,1015
239,技辆,2021-12-13,-2.1,-5.6,2.8,,1.6,46.1,1017.1
239,技辆,2021-12-14,2.5,-4.6,7.4,,1,65.9,1011.2
239,技辆,2021-12-15,7.2,4.1,11.6,,1.2,78,1009.8
239,技辆,2021-12-16,5.7,2.7,10.4,,.6,81.4,1007.8
239,技辆,2021-12-17,-3.1,-9,5.9,,3.6,55.4,1012.8
239,技辆,2021-12-18,-4.5,-11.7,1.1,,1.1,64.1,1015.2
239,技辆,2021-12-19,.9,-2.7,5,,1.1,68.3,1011.5
239,技辆,2021-12-20,6.1,-1.4,10.7,,1.6,67,1007.1
239,技辆,2021-12-21,6.3,1.3,12.8,,1.4,66.4,1006.5
239,技辆,2021-12-22,2.4,-2.4,9.3,,.5,49.3,1012.1
239,技辆,2021-12-23,2.2,-3.7,8.8,,.5,57,1013.5
239,技辆,2021-12-24,.8,-3.5,6.6,,1.5,68.9,1011.6
239,技辆,2021-12-25,-8.1,-10.9,-3.5,,2.9,56.5,1020.4
239,技辆,2021-12-26,-9.9,-14,-5.1,,1.8,55.5,1022.7
239,技辆,2021-12-27,-5.3,-13,0,,.9,63.3,1020
239,技辆,2021-12-28,-2,-4.6,1.3,,.4,88.3,1016.6
239,技辆,2021-12-29,1.5,-2.9,7.4,,1.2,71,1009.4
239,技辆,2021-12-30,-1.6,-4.3,2.2,,1.8,60.9,1014.3
239,技辆,2021-12-31,-5.1,-8.6,-.8,,1.5,51.1,1020.1
