사고일시,요일,시군구,요일_label,노면상태,노면상태_label,기상상태,도로형태,기상상태_label,도로형태_label,사상자합계
2022년 1월 2일 17시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 3일 07시,월요일,세종특별자치시 어진동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 3일 14시,월요일,세종특별자치시 아름동,1,건조,0,맑음,기타 - 기타,0,2,1
2022년 1월 5일 21시,수요일,세종특별자치시 한솔동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 5일 22시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 6일 08시,목요일,세종특별자치시 새롬동,3,건조,0,맑음,기타 - 기타,0,2,1
2022년 1월 7일 20시,금요일,세종특별자치시 소담동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 7일 20시,금요일,세종특별자치시 고운동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 9일 09시,일요일,세종특별자치시 연동면,0,건조,0,맑음,단일로 - 고가도로위,0,3,1
2022년 1월 9일 18시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 10일 21시,월요일,세종특별자치시 어진동,1,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 1월 11일 18시,화요일,세종특별자치시 다정동,5,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 1월 12일 19시,수요일,세종특별자치시 집현동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 13일 08시,목요일,세종특별자치시 어진동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 13일 18시,목요일,세종특별자치시 다정동,3,건조,0,맑음,단일로 - 기타,0,1,2
2022년 1월 13일 19시,목요일,세종특별자치시 나성동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 13일 22시,목요일,세종특별자치시 소담동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 14일 11시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,주차장 - 주차장,0,5,1
2022년 1월 14일 12시,금요일,세종특별자치시 연기면,4,건조,0,맑음,기타 - 기타,0,2,1
2022년 1월 14일 12시,금요일,세종특별자치시 다정동,4,건조,0,맑음,기타 - 기타,0,2,1
2022년 1월 14일 16시,금요일,세종특별자치시 집현동,4,건조,0,맑음,기타 - 기타,0,2,1
2022년 1월 14일 19시,금요일,세종특별자치시 아름동,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 1월 14일 19시,금요일,세종특별자치시 고운동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 14일 20시,금요일,세종특별자치시 나성동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 1월 15일 10시,토요일,세종특별자치시 조치원읍,6,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 1월 17일 21시,월요일,세종특별자치시 종촌동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 18일 08시,화요일,세종특별자치시 연기면,5,건조,0,흐림,교차로 - 교차로안,1,0,1
2022년 1월 18일 09시,화요일,세종특별자치시 소정면,5,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 1월 19일 21시,수요일,세종특별자치시 장군면,2,건조,0,맑음,단일로 - 기타,0,1,2
2022년 1월 19일 22시,수요일,세종특별자치시 연기면,2,젖음/습기,1,눈,기타 - 기타,2,2,3
2022년 1월 20일 18시,목요일,세종특별자치시 전동면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 20일 18시,목요일,세종특별자치시 어진동,3,건조,0,기타,교차로 - 교차로안,3,0,1
2022년 1월 20일 22시,목요일,세종특별자치시 소정면,3,건조,0,맑음,단일로 - 기타,0,1,2
2022년 1월 22일 10시,토요일,세종특별자치시 아름동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 23일 18시,일요일,세종특별자치시 다정동,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 26일 10시,수요일,세종특별자치시 종촌동,2,건조,0,맑음,기타 - 기타,0,2,1
2022년 1월 26일 18시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 26일 19시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 27일 11시,목요일,세종특별자치시 부강면,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 1월 28일 10시,금요일,세종특별자치시 다정동,4,건조,0,맑음,단일로 - 터널,0,6,2
2022년 1월 28일 14시,금요일,세종특별자치시 나성동,4,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 1월 28일 15시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 29일 08시,토요일,세종특별자치시 조치원읍,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 1월 29일 18시,토요일,세종특별자치시 소정면,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 30일 19시,일요일,세종특별자치시 장군면,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 1월 31일 12시,월요일,세종특별자치시 장군면,1,건조,0,맑음,기타 - 기타,0,2,1
2022년 2월 1일 00시,화요일,세종특별자치시 연기면,5,젖음/습기,1,눈,단일로 - 기타,2,1,1
2022년 2월 1일 16시,화요일,세종특별자치시 보람동,5,건조,0,맑음,단일로 - 터널,0,6,1
2022년 2월 3일 20시,목요일,세종특별자치시 소담동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 2월 4일 17시,금요일,세종특별자치시 보람동,4,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 2월 4일 17시,금요일,세종특별자치시 고운동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 4일 21시,금요일,세종특별자치시 어진동,4,젖음/습기,1,눈,교차로 - 교차로안,2,0,3
2022년 2월 6일 18시,일요일,세종특별자치시 한솔동,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 2월 7일 13시,월요일,세종특별자치시 어진동,1,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 2월 8일 21시,화요일,세종특별자치시 장군면,5,건조,0,기타,단일로 - 기타,3,1,2
2022년 2월 9일 06시,수요일,세종특별자치시 연기면,2,건조,0,맑음,단일로 - 기타,0,1,2
2022년 2월 9일 16시,수요일,세종특별자치시 한솔동,2,건조,0,흐림,단일로 - 기타,1,1,1
2022년 2월 10일 19시,목요일,세종특별자치시 세종동,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 2월 11일 18시,금요일,세종특별자치시 소담동,4,건조,0,기타,교차로 - 교차로횡단보도내,3,7,1
2022년 2월 11일 20시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,기타 - 기타,0,2,1
2022년 2월 12일 21시,토요일,세종특별자치시 어진동,6,건조,0,흐림,단일로 - 기타,1,1,7
2022년 2월 13일 12시,일요일,세종특별자치시 나성동,0,건조,0,맑음,기타 - 기타,0,2,1
2022년 2월 13일 21시,일요일,세종특별자치시 도담동,0,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 2월 13일 23시,일요일,세종특별자치시 금남면,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 14일 06시,월요일,세종특별자치시 장군면,1,건조,0,맑음,단일로 - 기타,0,1,4
2022년 2월 14일 15시,월요일,세종특별자치시 연동면,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 2월 14일 16시,월요일,세종특별자치시 연서면,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 2월 14일 19시,월요일,세종특별자치시 새롬동,1,젖음/습기,1,비,단일로 - 기타,4,1,2
2022년 2월 15일 11시,화요일,세종특별자치시 연기면,5,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 2월 15일 20시,화요일,세종특별자치시 산울동,5,젖음/습기,1,흐림,단일로 - 터널,1,6,1
2022년 2월 16일 06시,수요일,세종특별자치시 장군면,2,서리/결빙,2,맑음,단일로 - 기타,0,1,1
2022년 2월 16일 16시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 16일 18시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 2월 17일 19시,목요일,세종특별자치시 전동면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 18일 11시,금요일,세종특별자치시 종촌동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 18일 15시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 19일 06시,토요일,세종특별자치시 연기면,6,건조,0,흐림,단일로 - 기타,1,1,1
2022년 2월 20일 12시,일요일,세종특별자치시 금남면,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 2월 20일 17시,일요일,세종특별자치시 부강면,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 21일 19시,월요일,세종특별자치시 고운동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 2월 22일 18시,화요일,세종특별자치시 어진동,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 22일 21시,화요일,세종특별자치시 도담동,5,건조,0,맑음,단일로 - 기타,0,1,2
2022년 2월 22일 23시,화요일,세종특별자치시 연기면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 23일 12시,수요일,세종특별자치시 세종동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 24일 09시,목요일,세종특별자치시 대평동,3,건조,0,맑음,단일로 - 터널,0,6,1
2022년 2월 24일 23시,목요일,세종특별자치시 고운동,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 2월 25일 10시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 26일 10시,토요일,세종특별자치시 종촌동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 2월 27일 13시,일요일,세종특별자치시 고운동,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 2월 28일 13시,월요일,세종특별자치시 한솔동,1,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 3월 1일 19시,화요일,세종특별자치시 나성동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 2일 12시,수요일,세종특별자치시 종촌동,2,건조,0,맑음,기타 - 기타,0,2,1
2022년 3월 2일 22시,수요일,세종특별자치시 도담동,2,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 3월 2일 22시,수요일,세종특별자치시 어진동,2,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 3월 3일 15시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 3월 4일 11시,금요일,세종특별자치시 세종동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 4일 14시,금요일,세종특별자치시 연서면,4,건조,0,맑음,단일로 - 기타,0,1,2
2022년 3월 4일 18시,금요일,세종특별자치시 도담동,4,건조,0,맑음,단일로 - 기타,0,1,2
2022년 3월 4일 18시,금요일,세종특별자치시 한솔동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 4일 20시,금요일,세종특별자치시 대평동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 5일 16시,토요일,세종특별자치시 연동면,6,건조,0,맑음,단일로 - 기타,0,1,4
2022년 3월 6일 14시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 7일 21시,월요일,세종특별자치시 나성동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 8일 13시,화요일,세종특별자치시 전의면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 8일 17시,화요일,세종특별자치시 부강면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 8일 19시,화요일,세종특별자치시 전동면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 9일 04시,수요일,세종특별자치시 다정동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 9일 23시,수요일,세종특별자치시 나성동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 3월 10일 13시,목요일,세종특별자치시 고운동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 11일 03시,금요일,세종특별자치시 한솔동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 11일 19시,금요일,세종특별자치시 연기면,4,건조,0,맑음,단일로 - 기타,0,1,4
2022년 3월 13일 12시,일요일,세종특별자치시 나성동,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 14일 08시,월요일,세종특별자치시 도담동,1,젖음/습기,1,흐림,교차로 - 교차로횡단보도내,1,7,1
2022년 3월 14일 20시,월요일,세종특별자치시 조치원읍,1,젖음/습기,1,비,교차로 - 교차로횡단보도내,4,7,1
2022년 3월 15일 07시,화요일,세종특별자치시 금남면,5,건조,0,맑음,단일로 - 기타,0,1,3
2022년 3월 15일 14시,화요일,세종특별자치시 부강면,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 15일 14시,화요일,세종특별자치시 어진동,5,건조,0,맑음,기타 - 기타,0,2,1
2022년 3월 15일 19시,화요일,세종특별자치시 장군면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 16일 08시,수요일,세종특별자치시 한솔동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 16일 14시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 16일 15시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 17일 08시,목요일,세종특별자치시 어진동,3,젖음/습기,1,비,교차로 - 교차로안,4,0,1
2022년 3월 17일 10시,목요일,세종특별자치시 조치원읍,3,젖음/습기,1,비,단일로 - 기타,4,1,3
2022년 3월 17일 18시,목요일,세종특별자치시 새롬동,3,젖음/습기,1,비,교차로 - 교차로횡단보도내,4,7,1
2022년 3월 18일 08시,금요일,세종특별자치시 고운동,4,젖음/습기,1,흐림,교차로 - 교차로부근,1,4,2
2022년 3월 20일 14시,일요일,세종특별자치시 금남면,0,건조,0,흐림,단일로 - 기타,1,1,3
2022년 3월 21일 07시,월요일,세종특별자치시 대평동,1,건조,0,맑음,단일로 - 기타,0,1,2
2022년 3월 21일 20시,월요일,세종특별자치시 전의면,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 21일 22시,월요일,세종특별자치시 대평동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 21일 23시,월요일,세종특별자치시 연기면,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 22일 18시,화요일,세종특별자치시 도담동,5,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 3월 23일 10시,수요일,세종특별자치시 아름동,2,건조,0,흐림,교차로 - 교차로안,1,0,1
2022년 3월 23일 14시,수요일,세종특별자치시 장군면,2,건조,0,흐림,단일로 - 기타,1,1,1
2022년 3월 23일 22시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 24일 09시,목요일,세종특별자치시 연서면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 24일 16시,목요일,세종특별자치시 보람동,3,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 3월 24일 18시,목요일,세종특별자치시 다정동,3,건조,0,맑음,단일로 - 지하차도(도로)내,0,8,1
2022년 3월 25일 08시,금요일,세종특별자치시 소정면,4,건조,0,맑음,교차로 - 교차로안,0,0,5
2022년 3월 25일 12시,금요일,세종특별자치시 금남면,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 26일 01시,토요일,세종특별자치시 조치원읍,6,젖음/습기,1,비,교차로 - 교차로안,4,0,1
2022년 3월 26일 22시,토요일,세종특별자치시 다정동,6,건조,0,흐림,단일로 - 기타,1,1,1
2022년 3월 27일 14시,일요일,세종특별자치시 금남면,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 27일 17시,일요일,세종특별자치시 종촌동,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 27일 22시,일요일,세종특별자치시 아름동,0,건조,0,기타,교차로 - 교차로안,3,0,1
2022년 3월 28일 09시,월요일,세종특별자치시 나성동,1,건조,0,맑음,기타 - 기타,0,2,1
2022년 3월 28일 13시,월요일,세종특별자치시 장군면,1,건조,0,맑음,주차장 - 주차장,0,5,3
2022년 3월 28일 17시,월요일,세종특별자치시 소담동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 29일 11시,화요일,세종특별자치시 어진동,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 29일 13시,화요일,세종특별자치시 도담동,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 3월 29일 16시,화요일,세종특별자치시 연동면,5,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 3월 29일 23시,화요일,세종특별자치시 장군면,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 3월 30일 20시,수요일,세종특별자치시 반곡동,2,건조,0,맑음,주차장 - 주차장,0,5,1
2022년 3월 31일 09시,목요일,세종특별자치시 고운동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 4월 1일 05시,금요일,세종특별자치시 산울동,4,건조,0,기타,교차로 - 교차로안,3,0,3
2022년 4월 1일 19시,금요일,세종특별자치시 연기면,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 4월 1일 20시,금요일,세종특별자치시 새롬동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 2일 10시,토요일,세종특별자치시 부강면,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 2일 12시,토요일,세종특별자치시 다정동,6,건조,0,맑음,단일로 - 기타,0,1,3
2022년 4월 4일 15시,월요일,세종특별자치시 나성동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 4월 4일 16시,월요일,세종특별자치시 새롬동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 5일 00시,화요일,세종특별자치시 연서면,5,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 4월 5일 07시,화요일,세종특별자치시 고운동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 6일 13시,수요일,세종특별자치시 고운동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 4월 7일 08시,목요일,세종특별자치시 도담동,3,건조,0,맑음,기타 - 기타,0,2,1
2022년 4월 7일 21시,목요일,세종특별자치시 연기면,3,건조,0,맑음,교차로 - 교차로부근,0,4,8
2022년 4월 7일 22시,목요일,세종특별자치시 어진동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 4월 8일 06시,금요일,세종특별자치시 고운동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 4월 8일 11시,금요일,세종특별자치시 전의면,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 8일 15시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 8일 19시,금요일,세종특별자치시 나성동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 9일 16시,토요일,세종특별자치시 연서면,6,건조,0,맑음,기타 - 기타,0,2,1
2022년 4월 9일 20시,토요일,세종특별자치시 종촌동,6,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 4월 10일 08시,일요일,세종특별자치시 금남면,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 4월 10일 12시,일요일,세종특별자치시 나성동,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 10일 21시,일요일,세종특별자치시 어진동,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 4월 11일 12시,월요일,세종특별자치시 반곡동,1,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 4월 12일 02시,화요일,세종특별자치시 다정동,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 4월 12일 14시,화요일,세종특별자치시 고운동,5,건조,0,맑음,단일로 - 기타,0,1,2
2022년 4월 12일 20시,화요일,세종특별자치시 조치원읍,5,건조,0,맑음,단일로 - 기타,0,1,2
2022년 4월 13일 05시,수요일,세종특별자치시 대평동,2,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 4월 13일 07시,수요일,세종특별자치시 나성동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 4월 13일 08시,수요일,세종특별자치시 어진동,2,젖음/습기,1,비,교차로 - 교차로안,4,0,1
2022년 4월 13일 09시,수요일,세종특별자치시 연기면,2,젖음/습기,1,비,교차로 - 교차로부근,4,4,7
2022년 4월 13일 17시,수요일,세종특별자치시 조치원읍,2,젖음/습기,1,비,교차로 - 교차로부근,4,4,1
2022년 4월 13일 18시,수요일,세종특별자치시 다정동,2,젖음/습기,1,비,교차로 - 교차로횡단보도내,4,7,1
2022년 4월 13일 20시,수요일,세종특별자치시 도담동,2,젖음/습기,1,비,단일로 - 기타,4,1,1
2022년 4월 14일 06시,목요일,세종특별자치시 연기면,3,젖음/습기,1,비,단일로 - 터널,4,6,1
