사고일시,요일,시군구,요일_label,노면상태,노면상태_label,기상상태,도로형태,기상상태_label,도로형태_label,사상자합계
2022년 8월 25일 22시,목요일,세종특별자치시 반곡동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 8월 27일 02시,토요일,세종특별자치시 한솔동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 8월 27일 10시,토요일,세종특별자치시 종촌동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 8월 27일 11시,토요일,세종특별자치시 다정동,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 8월 27일 17시,토요일,세종특별자치시 아름동,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 8월 28일 08시,일요일,세종특별자치시 부강면,0,건조,0,맑음,기타 - 기타,0,2,1
2022년 8월 28일 19시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 8월 29일 12시,월요일,세종특별자치시 조치원읍,1,젖음/습기,1,비,교차로 - 교차로부근,4,4,2
2022년 8월 30일 08시,화요일,세종특별자치시 어진동,5,건조,0,흐림,교차로 - 교차로안,1,0,3
2022년 8월 30일 14시,화요일,세종특별자치시 어진동,5,젖음/습기,1,비,단일로 - 기타,4,1,1
2022년 8월 30일 18시,화요일,세종특별자치시 새롬동,5,젖음/습기,1,비,단일로 - 기타,4,1,1
2022년 8월 31일 11시,수요일,세종특별자치시 전동면,2,건조,0,흐림,단일로 - 기타,1,1,2
2022년 8월 31일 15시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 1일 02시,목요일,세종특별자치시 아름동,3,건조,0,맑음,단일로 - 기타,0,1,2
2022년 9월 1일 08시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,단일로 - 기타,0,1,2
2022년 9월 1일 08시,목요일,세종특별자치시 고운동,3,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 9월 1일 08시,목요일,세종특별자치시 고운동,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 9월 1일 12시,목요일,세종특별자치시 금남면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 1일 15시,목요일,세종특별자치시 연기면,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 9월 2일 08시,금요일,세종특별자치시 세종동,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 9월 2일 09시,금요일,세종특별자치시 전의면,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 2일 13시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 2일 16시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 2일 18시,금요일,세종특별자치시 연서면,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 2일 20시,금요일,세종특별자치시 다정동,4,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 9월 3일 17시,토요일,세종특별자치시 연기면,6,건조,0,흐림,교차로 - 교차로안,1,0,1
2022년 9월 4일 08시,일요일,세종특별자치시 대평동,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 4일 23시,일요일,세종특별자치시 어진동,0,젖음/습기,1,비,교차로 - 교차로부근,4,4,1
2022년 9월 5일 08시,월요일,세종특별자치시 소담동,1,젖음/습기,1,비,단일로 - 기타,4,1,1
2022년 9월 5일 10시,월요일,세종특별자치시 해밀동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 5일 16시,월요일,세종특별자치시 새롬동,1,젖음/습기,1,비,단일로 - 기타,4,1,2
2022년 9월 5일 18시,월요일,세종특별자치시 반곡동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 6일 17시,화요일,세종특별자치시 대평동,5,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 7일 07시,수요일,세종특별자치시 장군면,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 7일 08시,수요일,세종특별자치시 도담동,2,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 7일 10시,수요일,세종특별자치시 고운동,2,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 7일 15시,수요일,세종특별자치시 아름동,2,건조,0,맑음,기타 - 기타,0,2,1
2022년 9월 7일 17시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 7일 17시,수요일,세종특별자치시 금남면,2,건조,0,맑음,단일로 - 교량,0,9,3
2022년 9월 7일 18시,수요일,세종특별자치시 고운동,2,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 7일 19시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 7일 22시,수요일,세종특별자치시 다정동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 9월 8일 12시,목요일,세종특별자치시 종촌동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 8일 14시,목요일,세종특별자치시 연동면,3,건조,0,맑음,단일로 - 기타,0,1,2
2022년 9월 8일 16시,목요일,세종특별자치시 도담동,3,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 9일 16시,금요일,세종특별자치시 어진동,4,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 10일 11시,토요일,세종특별자치시 대평동,6,건조,0,맑음,단일로 - 교량,0,9,2
2022년 9월 13일 08시,화요일,세종특별자치시 반곡동,5,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 13일 13시,화요일,세종특별자치시 나성동,5,건조,0,흐림,단일로 - 기타,1,1,1
2022년 9월 13일 17시,화요일,세종특별자치시 고운동,5,건조,0,흐림,교차로 - 교차로안,1,0,8
2022년 9월 13일 20시,화요일,세종특별자치시 소담동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 14일 05시,수요일,세종특별자치시 장군면,2,건조,0,맑음,단일로 - 기타,0,1,4
2022년 9월 14일 08시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 14일 11시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 14일 16시,수요일,세종특별자치시 어진동,2,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 14일 17시,수요일,세종특별자치시 아름동,2,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 15일 08시,목요일,세종특별자치시 부강면,3,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 15일 09시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 15일 19시,목요일,세종특별자치시 고운동,3,건조,0,기타,단일로 - 기타,3,1,1
2022년 9월 15일 23시,목요일,세종특별자치시 도담동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 16일 08시,금요일,세종특별자치시 세종동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 16일 10시,금요일,세종특별자치시 다정동,4,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 16일 18시,금요일,세종특별자치시 고운동,4,젖음/습기,1,비,교차로 - 교차로안,4,0,1
2022년 9월 17일 15시,토요일,세종특별자치시 산울동,6,건조,0,맑음,단일로 - 기타,0,1,3
2022년 9월 17일 20시,토요일,세종특별자치시 소담동,6,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 18일 13시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 18일 19시,일요일,세종특별자치시 소담동,0,건조,0,기타,교차로 - 교차로안,3,0,1
2022년 9월 18일 21시,일요일,세종특별자치시 종촌동,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 19일 09시,월요일,세종특별자치시 대평동,1,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 19일 16시,월요일,세종특별자치시 다정동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 19일 18시,월요일,세종특별자치시 도담동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 19일 20시,월요일,세종특별자치시 전동면,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 19일 20시,월요일,세종특별자치시 조치원읍,1,건조,0,맑음,단일로 - 교량,0,9,1
2022년 9월 19일 22시,월요일,세종특별자치시 조치원읍,1,건조,0,맑음,기타 - 기타,0,2,1
2022년 9월 20일 09시,화요일,세종특별자치시 조치원읍,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 21일 08시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 9월 21일 17시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,3
2022년 9월 22일 00시,목요일,세종특별자치시 나성동,3,기타,3,기타,교차로 - 교차로부근,3,4,2
2022년 9월 22일 08시,목요일,세종특별자치시 어진동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 22일 10시,목요일,세종특별자치시 소담동,3,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 9월 22일 16시,목요일,세종특별자치시 아름동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 22일 18시,목요일,세종특별자치시 도담동,3,젖음/습기,1,흐림,단일로 - 기타,1,1,1
2022년 9월 22일 18시,목요일,세종특별자치시 다정동,3,건조,0,맑음,단일로 - 터널,0,6,3
2022년 9월 23일 08시,금요일,세종특별자치시 어진동,4,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 23일 15시,금요일,세종특별자치시 나성동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 23일 18시,금요일,세종특별자치시 소담동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 23일 20시,금요일,세종특별자치시 연동면,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 23일 21시,금요일,세종특별자치시 고운동,4,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 24일 00시,토요일,세종특별자치시 나성동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 24일 05시,토요일,세종특별자치시 아름동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 26일 14시,월요일,세종특별자치시 장군면,1,건조,0,맑음,기타 - 기타,0,2,1
2022년 9월 27일 06시,화요일,세종특별자치시 대평동,5,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 28일 17시,수요일,세종특별자치시 금남면,2,건조,0,맑음,단일로 - 기타,0,1,2
2022년 9월 28일 21시,수요일,세종특별자치시 한솔동,2,건조,0,맑음,단일로 - 기타,0,1,2
2022년 9월 29일 08시,목요일,세종특별자치시 연동면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 9월 29일 08시,목요일,세종특별자치시 새롬동,3,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 9월 29일 19시,목요일,세종특별자치시 종촌동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 30일 01시,금요일,세종특별자치시 연서면,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 9월 30일 09시,금요일,세종특별자치시 연서면,4,젖음/습기,1,안개,단일로 - 기타,5,1,1
2022년 9월 30일 23시,금요일,세종특별자치시 나성동,4,건조,0,맑음,기타 - 기타,0,2,2
2022년 10월 1일 13시,토요일,세종특별자치시 집현동,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 2일 19시,일요일,세종특별자치시 나성동,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 2일 21시,일요일,세종특별자치시 연기면,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 10월 3일 15시,월요일,세종특별자치시 전동면,1,젖음/습기,1,흐림,단일로 - 기타,1,1,1
2022년 10월 3일 18시,월요일,세종특별자치시 조치원읍,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 4일 08시,화요일,세종특별자치시 전의면,5,젖음/습기,1,흐림,단일로 - 기타,1,1,1
2022년 10월 4일 13시,화요일,세종특별자치시 종촌동,5,건조,0,맑음,단일로 - 기타,0,1,2
2022년 10월 4일 14시,화요일,세종특별자치시 나성동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 4일 17시,화요일,세종특별자치시 새롬동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 4일 19시,화요일,세종특별자치시 어진동,5,건조,0,맑음,단일로 - 지하차도(도로)내,0,8,1
2022년 10월 5일 17시,수요일,세종특별자치시 아름동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 6일 03시,목요일,세종특별자치시 나성동,3,젖음/습기,1,비,단일로 - 기타,4,1,2
2022년 10월 6일 11시,목요일,세종특별자치시 연기면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 6일 14시,목요일,세종특별자치시 새롬동,3,건조,0,맑음,단일로 - 지하차도(도로)내,0,8,1
2022년 10월 6일 16시,목요일,세종특별자치시 나성동,3,건조,0,맑음,기타 - 기타,0,2,2
2022년 10월 6일 16시,목요일,세종특별자치시 아름동,3,건조,0,맑음,기타 - 기타,0,2,1
2022년 10월 6일 20시,목요일,세종특별자치시 나성동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 6일 22시,목요일,세종특별자치시 다정동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 7일 17시,금요일,세종특별자치시 가람동,4,건조,0,맑음,단일로 - 지하차도(도로)내,0,8,1
2022년 10월 7일 20시,금요일,세종특별자치시 대평동,4,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 10월 8일 14시,토요일,세종특별자치시 대평동,6,건조,0,맑음,교차로 - 교차로부근,0,4,4
2022년 10월 8일 16시,토요일,세종특별자치시 소담동,6,건조,0,맑음,기타 - 기타,0,2,1
2022년 10월 10일 05시,월요일,세종특별자치시 도담동,1,건조,0,맑음,교차로 - 교차로안,0,0,3
2022년 10월 10일 07시,월요일,세종특별자치시 부강면,1,건조,0,맑음,교차로 - 교차로안,0,0,3
2022년 10월 10일 08시,월요일,세종특별자치시 전의면,1,젖음/습기,1,흐림,단일로 - 기타,1,1,1
2022년 10월 10일 16시,월요일,세종특별자치시 나성동,1,젖음/습기,1,흐림,교차로 - 교차로부근,1,4,4
2022년 10월 11일 06시,화요일,세종특별자치시 장군면,5,건조,0,흐림,단일로 - 기타,1,1,1
2022년 10월 11일 11시,화요일,세종특별자치시 전동면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 11일 13시,화요일,세종특별자치시 금남면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 12일 07시,수요일,세종특별자치시 조치원읍,2,젖음/습기,1,안개,교차로 - 교차로안,5,0,1
2022년 10월 12일 07시,수요일,세종특별자치시 부강면,2,젖음/습기,1,안개,단일로 - 기타,5,1,9
2022년 10월 12일 07시,수요일,세종특별자치시 소담동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 12일 19시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 12일 21시,수요일,세종특별자치시 나성동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 13일 07시,목요일,세종특별자치시 아름동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 13일 07시,목요일,세종특별자치시 연기면,3,건조,0,맑음,단일로 - 교량,0,9,2
2022년 10월 13일 09시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 13일 17시,목요일,세종특별자치시 나성동,3,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 10월 13일 17시,목요일,세종특별자치시 소담동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 13일 17시,목요일,세종특별자치시 도담동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 14일 05시,금요일,세종특별자치시 금남면,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 14일 12시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 14일 15시,금요일,세종특별자치시 한솔동,4,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 10월 14일 21시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 14일 21시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 15일 08시,토요일,세종특별자치시 소담동,6,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 15일 15시,토요일,세종특별자치시 연서면,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 15일 17시,토요일,세종특별자치시 장군면,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 15일 18시,토요일,세종특별자치시 부강면,6,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 15일 20시,토요일,세종특별자치시 나성동,6,건조,0,기타,교차로 - 교차로안,3,0,6
2022년 10월 15일 20시,토요일,세종특별자치시 가람동,6,건조,0,맑음,주차장 - 주차장,0,5,1
2022년 10월 16일 02시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 16일 06시,일요일,세종특별자치시 소정면,0,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 18일 07시,화요일,세종특별자치시 연동면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 18일 07시,화요일,세종특별자치시 고운동,5,건조,0,맑음,교차로 - 교차로부근,0,4,4
2022년 10월 18일 08시,화요일,세종특별자치시 새롬동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 18일 12시,화요일,세종특별자치시 조치원읍,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 18일 16시,화요일,세종특별자치시 조치원읍,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 18일 17시,화요일,세종특별자치시 다정동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 18일 17시,화요일,세종특별자치시 장군면,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 18일 22시,화요일,세종특별자치시 고운동,5,젖음/습기,1,비,단일로 - 기타,4,1,2
2022년 10월 19일 01시,수요일,세종특별자치시 나성동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 19일 08시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 19일 14시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 19일 14시,수요일,세종특별자치시 다정동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 19일 15시,수요일,세종특별자치시 아름동,2,건조,0,맑음,교차로 - 교차로안,0,0,3
2022년 10월 19일 17시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 19일 17시,수요일,세종특별자치시 어진동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 19일 18시,수요일,세종특별자치시 집현동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 20일 09시,목요일,세종특별자치시 부강면,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 20일 09시,목요일,세종특별자치시 새롬동,3,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 21일 14시,금요일,세종특별자치시 어진동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 21일 15시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 21일 17시,금요일,세종특별자치시 전동면,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 21일 20시,금요일,세종특별자치시 도담동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 21일 21시,금요일,세종특별자치시 대평동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 22일 14시,토요일,세종특별자치시 새롬동,6,건조,0,맑음,교차로 - 교차로안,0,0,9
2022년 10월 23일 11시,일요일,세종특별자치시 어진동,0,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 10월 24일 21시,월요일,세종특별자치시 조치원읍,1,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 25일 19시,화요일,세종특별자치시 집현동,5,건조,0,기타,교차로 - 교차로안,3,0,1
2022년 10월 25일 23시,화요일,세종특별자치시 반곡동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 26일 00시,수요일,세종특별자치시 대평동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 26일 09시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 27일 09시,목요일,세종특별자치시 소담동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 27일 17시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 28일 02시,금요일,세종특별자치시 종촌동,4,건조,0,맑음,단일로 - 기타,0,1,1
