사고일시,요일,시군구,요일_label,노면상태,노면상태_label,기상상태,도로형태,기상상태_label,도로형태_label,사상자합계
2022년 10월 28일 06시,금요일,세종특별자치시 장군면,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 28일 10시,금요일,세종특별자치시 고운동,4,건조,0,맑음,교차로 - 교차로안,0,0,5
2022년 10월 28일 10시,금요일,세종특별자치시 도담동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 28일 13시,금요일,세종특별자치시 반곡동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 28일 18시,금요일,세종특별자치시 나성동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 28일 21시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 10월 29일 08시,토요일,세종특별자치시 조치원읍,6,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 29일 12시,토요일,세종특별자치시 전동면,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 29일 18시,토요일,세종특별자치시 세종동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 29일 18시,토요일,세종특별자치시 다정동,6,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 10월 30일 13시,일요일,세종특별자치시 고운동,0,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 30일 15시,일요일,세종특별자치시 다정동,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 31일 07시,월요일,세종특별자치시 전의면,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 31일 10시,월요일,세종특별자치시 부강면,1,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 31일 15시,월요일,세종특별자치시 반곡동,1,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 10월 31일 17시,월요일,세종특별자치시 새롬동,1,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 10월 31일 17시,월요일,세종특별자치시 아름동,1,건조,0,맑음,기타 - 기타,0,2,3
2022년 10월 31일 18시,월요일,세종특별자치시 금남면,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 10월 31일 22시,월요일,세종특별자치시 나성동,1,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 11월 1일 19시,화요일,세종특별자치시 나성동,5,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 11월 1일 19시,화요일,세종특별자치시 종촌동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 3일 00시,목요일,세종특별자치시 연기면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 3일 18시,목요일,세종특별자치시 아름동,3,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 11월 3일 19시,목요일,세종특별자치시 도담동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 3일 21시,목요일,세종특별자치시 나성동,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 4일 11시,금요일,세종특별자치시 고운동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 4일 13시,금요일,세종특별자치시 나성동,4,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 4일 17시,금요일,세종특별자치시 아름동,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 4일 18시,금요일,세종특별자치시 보람동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 11월 5일 11시,토요일,세종특별자치시 어진동,6,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 5일 13시,토요일,세종특별자치시 전의면,6,건조,0,맑음,단일로 - 기타,0,1,4
2022년 11월 5일 14시,토요일,세종특별자치시 조치원읍,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 6일 10시,일요일,세종특별자치시 나성동,0,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 8일 12시,화요일,세종특별자치시 나성동,5,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 8일 18시,화요일,세종특별자치시 전의면,5,건조,0,맑음,단일로 - 기타,0,1,3
2022년 11월 9일 09시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 9일 09시,수요일,세종특별자치시 고운동,2,기타,3,안개,교차로 - 교차로안,5,0,3
2022년 11월 9일 17시,수요일,세종특별자치시 고운동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 9일 18시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 9일 19시,수요일,세종특별자치시 새롬동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 9일 19시,수요일,세종특별자치시 금남면,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 9일 22시,수요일,세종특별자치시 대평동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 10일 18시,목요일,세종특별자치시 소담동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 10일 18시,목요일,세종특별자치시 아름동,3,건조,0,맑음,기타 - 기타,0,2,1
2022년 11월 10일 22시,목요일,세종특별자치시 아름동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 11일 18시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 11일 18시,금요일,세종특별자치시 장군면,4,건조,0,기타,단일로 - 기타,3,1,1
2022년 11월 12일 09시,토요일,세종특별자치시 종촌동,6,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,2
2022년 11월 12일 10시,토요일,세종특별자치시 다정동,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 12일 18시,토요일,세종특별자치시 장군면,6,젖음/습기,1,비,교차로 - 교차로안,4,0,1
2022년 11월 13일 23시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 14일 11시,월요일,세종특별자치시 가람동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 14일 12시,월요일,세종특별자치시 소담동,1,건조,0,맑음,단일로 - 터널,0,6,2
2022년 11월 14일 15시,월요일,세종특별자치시 나성동,1,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 15일 14시,화요일,세종특별자치시 소담동,5,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 16일 08시,수요일,세종특별자치시 어진동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 16일 09시,수요일,세종특별자치시 소담동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 16일 14시,수요일,세종특별자치시 다솜동,2,건조,0,흐림,교차로 - 교차로안,1,0,2
2022년 11월 16일 18시,수요일,세종특별자치시 연서면,2,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 16일 19시,수요일,세종특별자치시 나성동,2,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 11월 17일 18시,목요일,세종특별자치시 금남면,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 17일 18시,목요일,세종특별자치시 나성동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 18일 17시,금요일,세종특별자치시 새롬동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 18일 18시,금요일,세종특별자치시 다정동,4,건조,0,흐림,교차로 - 교차로안,1,0,1
2022년 11월 18일 18시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 11월 18일 22시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 18일 22시,금요일,세종특별자치시 도담동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 11월 19일 12시,토요일,세종특별자치시 보람동,6,건조,0,맑음,기타 - 기타,0,2,1
2022년 11월 19일 13시,토요일,세종특별자치시 소정면,6,건조,0,맑음,단일로 - 교량,0,9,9
2022년 11월 19일 18시,토요일,세종특별자치시 새롬동,6,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 11월 19일 22시,토요일,세종특별자치시 해밀동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 20일 16시,일요일,세종특별자치시 어진동,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 21일 18시,월요일,세종특별자치시 어진동,1,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 11월 22일 06시,화요일,세종특별자치시 나성동,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 22일 10시,화요일,세종특별자치시 한솔동,5,건조,0,흐림,교차로 - 교차로횡단보도내,1,7,1
2022년 11월 22일 14시,화요일,세종특별자치시 나성동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 23일 06시,수요일,세종특별자치시 대평동,2,건조,0,맑음,교차로 - 교차로부근,0,4,5
2022년 11월 23일 10시,수요일,세종특별자치시 아름동,2,건조,0,맑음,단일로 - 지하차도(도로)내,0,8,1
2022년 11월 23일 18시,수요일,세종특별자치시 아름동,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 24일 08시,목요일,세종특별자치시 소담동,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 24일 08시,목요일,세종특별자치시 도담동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 24일 08시,목요일,세종특별자치시 대평동,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 11월 24일 20시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 11월 25일 01시,금요일,세종특별자치시 가람동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 25일 08시,금요일,세종특별자치시 보람동,4,젖음/습기,1,안개,교차로 - 교차로부근,5,4,1
2022년 11월 25일 21시,금요일,세종특별자치시 어진동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 26일 17시,토요일,세종특별자치시 나성동,6,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 11월 26일 19시,토요일,세종특별자치시 소담동,6,건조,0,기타,단일로 - 기타,3,1,1
2022년 11월 26일 21시,토요일,세종특별자치시 새롬동,6,건조,0,기타,교차로 - 교차로안,3,0,1
2022년 11월 27일 03시,일요일,세종특별자치시 나성동,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 27일 13시,일요일,세종특별자치시 종촌동,0,건조,0,맑음,단일로 - 기타,0,1,3
2022년 11월 27일 15시,일요일,세종특별자치시 전의면,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 11월 27일 18시,일요일,세종특별자치시 반곡동,0,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 11월 28일 05시,월요일,세종특별자치시 해밀동,1,건조,0,흐림,단일로 - 기타,1,1,2
2022년 11월 28일 16시,월요일,세종특별자치시 금남면,1,젖음/습기,1,흐림,단일로 - 기타,1,1,3
2022년 11월 28일 17시,월요일,세종특별자치시 나성동,1,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 11월 28일 18시,월요일,세종특별자치시 다정동,1,건조,0,맑음,단일로 - 터널,0,6,1
2022년 11월 28일 18시,월요일,세종특별자치시 새롬동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 29일 04시,화요일,세종특별자치시 조치원읍,5,젖음/습기,1,흐림,단일로 - 기타,1,1,1
2022년 11월 29일 07시,화요일,세종특별자치시 아름동,5,젖음/습기,1,비,교차로 - 교차로부근,4,4,2
2022년 11월 29일 08시,화요일,세종특별자치시 부강면,5,젖음/습기,1,흐림,기타 - 기타,1,2,1
2022년 11월 29일 13시,화요일,세종특별자치시 조치원읍,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 11월 29일 13시,화요일,세종특별자치시 대평동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 29일 17시,화요일,세종특별자치시 반곡동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 29일 22시,화요일,세종특별자치시 연동면,5,건조,0,맑음,교차로 - 교차로부근,0,4,2
2022년 11월 30일 18시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 11월 30일 19시,수요일,세종특별자치시 아름동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 1일 12시,목요일,세종특별자치시 나성동,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 1일 17시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 2일 09시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로안,0,0,4
2022년 12월 2일 17시,금요일,세종특별자치시 도담동,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 3일 06시,토요일,세종특별자치시 조치원읍,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 3일 12시,토요일,세종특별자치시 아름동,6,건조,0,흐림,기타 - 기타,1,2,1
2022년 12월 4일 18시,일요일,세종특별자치시 다정동,0,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 12월 4일 23시,일요일,세종특별자치시 아름동,0,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 5일 18시,월요일,세종특별자치시 도담동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 6일 18시,화요일,세종특별자치시 세종동,5,건조,0,맑음,주차장 - 주차장,0,5,1
2022년 12월 6일 23시,화요일,세종특별자치시 어진동,5,건조,0,흐림,단일로 - 기타,1,1,3
2022년 12월 7일 05시,수요일,세종특별자치시 금남면,2,서리/결빙,2,흐림,단일로 - 기타,1,1,3
2022년 12월 7일 05시,수요일,세종특별자치시 금남면,2,서리/결빙,2,흐림,단일로 - 기타,1,1,1
2022년 12월 7일 06시,수요일,세종특별자치시 아름동,2,서리/결빙,2,흐림,교차로 - 교차로안,1,0,1
2022년 12월 7일 06시,수요일,세종특별자치시 금남면,2,해빙,4,눈,단일로 - 기타,2,1,10
2022년 12월 7일 14시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 7일 16시,수요일,세종특별자치시 한솔동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 7일 23시,수요일,세종특별자치시 용호동,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 8일 18시,목요일,세종특별자치시 어진동,3,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 9일 07시,금요일,세종특별자치시 소정면,4,건조,0,흐림,교차로 - 교차로안,1,0,1
2022년 12월 9일 11시,금요일,세종특별자치시 전동면,4,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 9일 12시,금요일,세종특별자치시 세종동,4,건조,0,맑음,단일로 - 기타,0,1,2
2022년 12월 9일 15시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 10일 07시,토요일,세종특별자치시 가람동,6,젖음/습기,1,안개,교차로 - 교차로횡단보도내,5,7,1
2022년 12월 10일 09시,토요일,세종특별자치시 연서면,6,젖음/습기,1,안개,단일로 - 기타,5,1,1
2022년 12월 10일 12시,토요일,세종특별자치시 아름동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 10일 18시,토요일,세종특별자치시 보람동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 11일 14시,일요일,세종특별자치시 장군면,0,건조,0,맑음,단일로 - 기타,0,1,2
2022년 12월 11일 14시,일요일,세종특별자치시 금남면,0,건조,0,맑음,교차로 - 교차로안,0,0,3
2022년 12월 11일 16시,일요일,세종특별자치시 조치원읍,0,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 12일 12시,월요일,세종특별자치시 금남면,1,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 12일 12시,월요일,세종특별자치시 아름동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 12일 17시,월요일,세종특별자치시 연기면,1,건조,0,맑음,기타 - 기타,0,2,1
2022년 12월 12일 19시,월요일,세종특별자치시 가람동,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 13일 13시,화요일,세종특별자치시 조치원읍,5,젖음/습기,1,비,교차로 - 교차로안,4,0,1
2022년 12월 13일 17시,화요일,세종특별자치시 조치원읍,5,젖음/습기,1,눈,교차로 - 교차로안,2,0,1
2022년 12월 14일 08시,수요일,세종특별자치시 도담동,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 14일 08시,수요일,세종특별자치시 고운동,2,적설,5,기타,단일로 - 기타,3,1,2
2022년 12월 15일 10시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 15일 18시,목요일,세종특별자치시 고운동,3,적설,5,눈,교차로 - 교차로안,2,0,1
2022년 12월 15일 18시,목요일,세종특별자치시 새롬동,3,적설,5,눈,교차로 - 교차로부근,2,4,1
2022년 12월 16일 17시,금요일,세종특별자치시 연서면,4,젖음/습기,1,흐림,교차로 - 교차로부근,1,4,3
2022년 12월 17일 09시,토요일,세종특별자치시 해밀동,6,젖음/습기,1,눈,단일로 - 기타,2,1,1
2022년 12월 17일 14시,토요일,세종특별자치시 소담동,6,건조,0,맑음,교차로 - 교차로안,0,0,3
2022년 12월 19일 04시,월요일,세종특별자치시 연기면,1,서리/결빙,2,흐림,단일로 - 기타,1,1,1
2022년 12월 20일 08시,화요일,세종특별자치시 한별동,5,건조,0,맑음,단일로 - 기타,0,1,2
2022년 12월 20일 09시,화요일,세종특별자치시 어진동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 20일 18시,화요일,세종특별자치시 조치원읍,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 22일 17시,목요일,세종특별자치시 보람동,3,적설,5,눈,교차로 - 교차로횡단보도내,2,7,1
2022년 12월 23일 06시,금요일,세종특별자치시 전동면,4,적설,5,눈,단일로 - 기타,2,1,1
2022년 12월 24일 10시,토요일,세종특별자치시 조치원읍,6,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 24일 11시,토요일,세종특별자치시 다정동,6,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 24일 12시,토요일,세종특별자치시 종촌동,6,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 25일 07시,일요일,세종특별자치시 다정동,0,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 25일 20시,일요일,세종특별자치시 대평동,0,건조,0,기타,교차로 - 교차로부근,3,4,1
2022년 12월 25일 21시,일요일,세종특별자치시 아름동,0,건조,0,기타,교차로 - 교차로안,3,0,1
2022년 12월 26일 06시,월요일,세종특별자치시 전의면,1,적설,5,눈,단일로 - 기타,2,1,1
2022년 12월 26일 07시,월요일,세종특별자치시 어진동,1,건조,0,흐림,교차로 - 교차로부근,1,4,2
2022년 12월 26일 11시,월요일,세종특별자치시 한별동,1,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 26일 13시,월요일,세종특별자치시 조치원읍,1,건조,0,맑음,주차장 - 주차장,0,5,1
2022년 12월 26일 15시,월요일,세종특별자치시 조치원읍,1,건조,0,흐림,교차로 - 교차로안,1,0,1
2022년 12월 26일 17시,월요일,세종특별자치시 조치원읍,1,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 26일 21시,월요일,세종특별자치시 조치원읍,1,서리/결빙,2,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 27일 13시,화요일,세종특별자치시 아름동,5,건조,0,흐림,단일로 - 기타,1,1,1
2022년 12월 27일 18시,화요일,세종특별자치시 아름동,5,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 27일 18시,화요일,세종특별자치시 나성동,5,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 28일 01시,수요일,세종특별자치시 아름동,2,건조,0,흐림,단일로 - 기타,1,1,1
2022년 12월 28일 12시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 28일 13시,수요일,세종특별자치시 장군면,2,건조,0,맑음,단일로 - 기타,0,1,1
2022년 12월 28일 19시,수요일,세종특별자치시 조치원읍,2,건조,0,맑음,교차로 - 교차로부근,0,4,1
2022년 12월 28일 22시,수요일,세종특별자치시 반곡동,2,건조,0,맑음,교차로 - 교차로횡단보도내,0,7,1
2022년 12월 29일 14시,목요일,세종특별자치시 조치원읍,3,건조,0,맑음,교차로 - 교차로안,0,0,1
2022년 12월 29일 17시,목요일,세종특별자치시 한솔동,3,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 12월 30일 00시,금요일,세종특별자치시 조치원읍,4,건조,0,맑음,교차로 - 교차로부근,0,4,3
2022년 12월 30일 00시,금요일,세종특별자치시 금남면,4,건조,0,기타,단일로 - 기타,3,1,2
2022년 12월 30일 16시,금요일,세종특별자치시 아름동,4,건조,0,흐림,교차로 - 교차로부근,1,4,2
2022년 12월 30일 22시,금요일,세종특별자치시 소담동,4,건조,0,맑음,교차로 - 교차로안,0,0,2
2022년 12월 31일 09시,토요일,세종특별자치시 해밀동,6,건조,0,맑음,교차로 - 교차로안,0,0,2
